@attribute Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {acoustic, electric}


@data
% filename acoustic/5/a.wav
% srate 86.1328
0.026074,0.018763,0.023735,0.062107,-58.909228,9.275640,-0.847525,3.454686,0.752438,0.494012,-0.717427,-1.448929,-0.922208,1.117614,1.030390,-0.438744,-0.272427,0.000016,0.000017,0.000018,0.000019,0.000020,0.000022,0.000022,0.000020,0.000018,0.000016,0.000015,0.000015,1.245246,1.566148,0.004633,0.000899,0.001167,0.026567,0.644910,0.560250,0.506342,0.443658,0.406342,0.306275,0.191990,0.293756,0.350541,0.346057,0.195219,0.226187,0.201485,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.045813,0.125799,acoustic
0.025684,0.018767,0.023541,0.064718,-58.992818,9.344651,-0.852604,3.436237,0.780407,0.509305,-0.731340,-1.471028,-0.975334,1.063934,1.030074,-0.412896,-0.251147,0.000016,0.000017,0.000018,0.000019,0.000020,0.000022,0.000022,0.000020,0.000018,0.000015,0.000015,0.000015,1.242944,1.566765,0.004156,0.000902,0.000848,0.030601,0.687465,0.603915,0.508484,0.445207,0.371965,0.306661,0.197522,0.269647,0.330462,0.302678,0.195067,0.203057,0.213084,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.043510,0.126584,acoustic
0.025098,0.018699,0.023541,0.066651,-59.125201,9.398867,-0.900541,3.427643,0.776554,0.547566,-0.752896,-1.460074,-0.942074,1.076788,1.040508,-0.367992,-0.235428,0.000016,0.000016,0.000018,0.000019,0.000020,0.000022,0.000022,0.000020,0.000017,0.000015,0.000014,0.000015,1.250426,1.588825,0.003871,0.000961,0.000848,0.030803,0.774841,0.630954,0.569435,0.439568,0.373848,0.377026,0.191474,0.282149,0.351645,0.301533,0.195768,0.218439,0.203565,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.046261,0.133315,acoustic
0.024805,0.018573,0.023541,0.068262,-59.210072,9.401021,-0.906140,3.424648,0.812957,0.591293,-0.736766,-1.472778,-0.922143,1.055833,1.000786,-0.335517,-0.205980,0.000015,0.000016,0.000017,0.000018,0.000020,0.000021,0.000022,0.000019,0.000017,0.000015,0.000014,0.000014,1.252998,1.595392,0.003444,0.000930,0.000848,0.030616,0.790582,0.632097,0.570284,0.438561,0.390638,0.386811,0.171131,0.279487,0.337433,0.326479,0.221347,0.191792,0.215301,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000002,0.043883,0.128022,acoustic
0.024609,0.018502,0.023346,0.065268,-59.321499,9.483669,-0.933412,3.423718,0.822885,0.622686,-0.736688,-1.474741,-0.955820,1.016203,0.983242,-0.324276,-0.190200,0.000015,0.000016,0.000017,0.000018,0.000019,0.000021,0.000021,0.000019,0.000017,0.000015,0.000014,0.000014,1.251242,1.591610,0.003405,0.000827,0.000000,0.027954,0.719121,0.616392,0.563183,0.438870,0.383747,0.343755,0.171185,0.278538,0.346475,0.336205,0.227270,0.186267,0.218981,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.043496,0.127121,acoustic
0.024219,0.018520,0.023346,0.064558,-59.417752,9.548266,-0.980020,3.449631,0.817553,0.632497,-0.742963,-1.498581,-0.978053,0.993136,0.996798,-0.272020,-0.185596,0.000015,0.000016,0.000017,0.000018,0.000019,0.000021,0.000021,0.000019,0.000017,0.000014,0.000014,0.000014,1.254629,1.609315,0.003516,0.000817,0.000000,0.028626,0.688885,0.566501,0.551567,0.432400,0.383276,0.340673,0.161040,0.267544,0.344305,0.318715,0.243660,0.187914,0.217211,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.046681,0.144428,acoustic
0.023828,0.018427,0.023346,0.065310,-59.499751,9.561196,-1.013142,3.433526,0.866329,0.629535,-0.733822,-1.460532,-0.962713,0.970121,1.011866,-0.250491,-0.186856,0.000015,0.000016,0.000017,0.000018,0.000019,0.000021,0.000021,0.000019,0.000016,0.000014,0.000013,0.000014,1.260001,1.623894,0.003125,0.000863,0.000000,0.028239,0.620864,0.552574,0.520706,0.448577,0.435876,0.340592,0.172073,0.275199,0.337623,0.338145,0.246429,0.185439,0.216481,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000002,0.000002,0.045703,0.139321,acoustic
0.023535,0.018332,0.023346,0.066055,-59.578986,9.592105,-1.031119,3.428840,0.902430,0.645087,-0.704923,-1.453937,-0.962268,0.922592,0.989551,-0.242951,-0.178458,0.000014,0.000015,0.000017,0.000018,0.000019,0.000020,0.000021,0.000019,0.000016,0.000014,0.000013,0.000013,1.259843,1.624014,0.003056,0.000776,0.000000,0.029306,0.584004,0.560342,0.518142,0.447412,0.413905,0.329973,0.141234,0.271656,0.337799,0.378254,0.259337,0.183514,0.209517,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000002,0.000002,0.045827,0.139229,acoustic
0.023438,0.018370,0.023346,0.063723,-59.638858,9.650740,-1.045635,3.420986,0.905107,0.649498,-0.679321,-1.486070,-0.991200,0.853677,0.967971,-0.212946,-0.165115,0.000014,0.000015,0.000016,0.000018,0.000018,0.000020,0.000020,0.000019,0.000016,0.000014,0.000013,0.000013,1.259449,1.627394,0.003088,0.000783,0.000000,0.028256,0.613576,0.598183,0.532718,0.442461,0.410836,0.329575,0.144640,0.234538,0.326966,0.339512,0.241599,0.168264,0.206043,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000002,0.045594,0.141611,acoustic
0.023340,0.018332,0.023346,0.062065,-59.729911,9.669757,-1.080033,3.398913,0.914095,0.657000,-0.650875,-1.475104,-0.975026,0.852905,0.992692,-0.185677,-0.131734,0.000014,0.000015,0.000016,0.000017,0.000018,0.000020,0.000020,0.000018,0.000016,0.000013,0.000012,0.000013,1.266932,1.651393,0.003178,0.000819,0.000000,0.027526,0.691200,0.610800,0.577510,0.416555,0.407189,0.337720,0.201069,0.245304,0.323138,0.339349,0.262891,0.170675,0.202654,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000002,0.000002,0.047288,0.148722,acoustic
0.023242,0.018229,0.023346,0.063135,-59.796831,9.657979,-1.067499,3.377045,0.964015,0.676673,-0.641356,-1.465579,-0.956154,0.824708,0.979262,-0.181861,-0.111829,0.000014,0.000015,0.000016,0.000017,0.000018,0.000020,0.000020,0.000018,0.000015,0.000013,0.000012,0.000013,1.270331,1.658847,0.003262,0.000808,0.000000,0.028441,0.655736,0.610861,0.579755,0.409052,0.403874,0.323627,0.207390,0.241790,0.314158,0.348832,0.276233,0.168568,0.189140,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000002,0.044201,0.141312,acoustic
0.023145,0.018200,0.023346,0.061830,-59.883968,9.716216,-1.108990,3.402764,0.978956,0.684509,-0.635983,-1.455106,-0.981600,0.781114,0.965506,-0.183126,-0.109024,0.000014,0.000015,0.000016,0.000017,0.000018,0.000019,0.000020,0.000018,0.000015,0.000013,0.000012,0.000013,1.267796,1.654397,0.003398,0.000775,0.000000,0.028225,0.601607,0.612314,0.584504,0.405720,0.401566,0.309189,0.208064,0.245737,0.317832,0.355840,0.274179,0.169694,0.187371,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000002,0.044150,0.141138,acoustic
0.023047,0.018237,0.023346,0.064316,-60.004269,9.829887,-1.200568,3.447131,0.951659,0.692110,-0.629610,-1.449086,-1.017002,0.754920,0.996586,-0.159526,-0.101670,0.000013,0.000014,0.000016,0.000017,0.000018,0.000019,0.000019,0.000018,0.000015,0.000013,0.000012,0.000012,1.272244,1.676609,0.003417,0.000766,0.000000,0.027191,0.629253,0.578396,0.625584,0.444383,0.397776,0.307158,0.211436,0.243157,0.303569,0.339333,0.321032,0.188125,0.178676,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000002,0.000002,0.048853,0.161867,acoustic
0.022852,0.018198,0.023346,0.067237,-60.055683,9.838817,-1.249960,3.456037,0.957567,0.679840,-0.590131,-1.417384,-1.014878,0.742276,1.018103,-0.144855,-0.104329,0.000013,0.000014,0.000015,0.000016,0.000017,0.000019,0.000019,0.000017,0.000015,0.000012,0.000012,0.000012,1.277845,1.694862,0.003499,0.000784,0.000000,0.027493,0.592915,0.571648,0.581736,0.437466,0.400398,0.312048,0.265727,0.225627,0.303047,0.342938,0.321254,0.187145,0.178530,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.046507,0.152465,acoustic
0.022754,0.018121,0.023346,0.068786,-60.157345,9.898341,-1.289208,3.477501,0.972234,0.688389,-0.578013,-1.392730,-1.012602,0.711742,1.000934,-0.160912,-0.097311,0.000013,0.000014,0.000015,0.000016,0.000017,0.000019,0.000019,0.000017,0.000015,0.000012,0.000011,0.000012,1.277963,1.692089,0.003616,0.000704,0.000000,0.027809,0.609420,0.630491,0.597041,0.453704,0.387539,0.301950,0.262155,0.215232,0.303212,0.348539,0.329726,0.208442,0.172874,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.046396,0.154305,acoustic
0.022559,0.018149,0.023346,0.069119,-60.187232,9.922720,-1.255070,3.440119,0.978341,0.675268,-0.555060,-1.423524,-1.034438,0.665676,0.971887,-0.158580,-0.074702,0.000013,0.000014,0.000015,0.000016,0.000017,0.000019,0.000019,0.000017,0.000015,0.000012,0.000011,0.000012,1.276617,1.693142,0.003679,0.000705,0.000000,0.027652,0.614021,0.628963,0.578810,0.441793,0.385741,0.308965,0.271662,0.217479,0.282376,0.273687,0.327882,0.208797,0.151778,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.045565,0.154785,acoustic
0.022461,0.018112,0.023346,0.069119,-60.246410,9.921367,-1.273265,3.395353,0.980902,0.653751,-0.502806,-1.404273,-0.999368,0.672075,1.021359,-0.140230,-0.088665,0.000012,0.000013,0.000015,0.000016,0.000017,0.000018,0.000018,0.000017,0.000014,0.000012,0.000011,0.000011,1.281872,1.711401,0.003731,0.000739,0.000000,0.027651,0.669349,0.628441,0.594196,0.406992,0.386793,0.294539,0.299208,0.247381,0.246793,0.280638,0.374754,0.205762,0.161955,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.044677,0.153452,acoustic
0.022168,0.018038,0.023346,0.069519,-60.279143,9.885288,-1.241595,3.369770,1.018958,0.634134,-0.469535,-1.377707,-0.998868,0.671807,1.030252,-0.156570,-0.094318,0.000012,0.000013,0.000014,0.000015,0.000016,0.000018,0.000018,0.000016,0.000014,0.000012,0.000011,0.000011,1.284512,1.717876,0.003871,0.000712,0.000000,0.027310,0.655340,0.624978,0.611227,0.403180,0.356355,0.315745,0.318512,0.245301,0.246407,0.280708,0.371513,0.215196,0.173150,0.000002,0.000001,0.000002,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.042149,0.148115,acoustic
0.021484,0.018035,0.023346,0.068572,-60.375621,9.957164,-1.297490,3.437732,0.997778,0.610128,-0.444529,-1.374883,-1.012432,0.653932,1.007044,-0.169776,-0.121219,0.000012,0.000013,0.000014,0.000015,0.000016,0.000018,0.000018,0.000016,0.000014,0.000012,0.000011,0.000011,1.281198,1.708687,0.004097,0.000710,0.000000,0.027523,0.577086,0.566506,0.557626,0.333683,0.352519,0.346512,0.304119,0.244430,0.235464,0.274092,0.371713,0.229510,0.201367,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.042518,0.147092,acoustic
0.021191,0.018062,0.023346,0.069552,-60.485299,10.067217,-1.385285,3.486959,0.957821,0.593857,-0.437517,-1.354362,-1.045910,0.645684,1.049496,-0.161496,-0.126980,0.000012,0.000013,0.000014,0.000015,0.000016,0.000017,0.000018,0.000016,0.000014,0.000011,0.000011,0.000011,1.283060,1.723401,0.003871,0.000690,0.000000,0.027268,0.611058,0.513275,0.554428,0.334121,0.311193,0.344212,0.300777,0.235377,0.210754,0.262702,0.411336,0.228286,0.197768,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.043546,0.154192,acoustic
0.020801,0.017974,0.023346,0.072584,-60.564343,10.117695,-1.425850,3.481366,0.942781,0.580232,-0.400132,-1.323922,-1.034654,0.657861,1.078006,-0.154187,-0.152517,0.000011,0.000012,0.000014,0.000015,0.000016,0.000017,0.000017,0.000016,0.000014,0.000011,0.000010,0.000011,1.286562,1.737223,0.003166,0.000722,0.000000,0.024780,0.552304,0.475642,0.498653,0.341648,0.312667,0.345769,0.320791,0.212057,0.211702,0.268360,0.399191,0.224584,0.186915,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.041254,0.143412,acoustic
0.020508,0.017897,0.023346,0.070958,-60.653192,10.160560,-1.450903,3.516896,0.935916,0.562704,-0.369241,-1.314790,-1.010736,0.641020,1.055861,-0.164097,-0.186269,0.000011,0.000012,0.000014,0.000015,0.000016,0.000017,0.000017,0.000016,0.000013,0.000011,0.000010,0.000010,1.285089,1.729426,0.002796,0.000650,0.000000,0.021578,0.614124,0.531652,0.494969,0.349852,0.322186,0.350022,0.296015,0.213646,0.201342,0.268470,0.408360,0.237426,0.204855,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.042478,0.147596,acoustic
0.020215,0.017953,0.023346,0.072370,-60.647526,10.128488,-1.381844,3.482138,0.971801,0.491653,-0.346019,-1.337773,-1.037044,0.621997,1.043559,-0.183556,-0.180401,0.000011,0.000012,0.000013,0.000015,0.000015,0.000017,0.000017,0.000016,0.000013,0.000011,0.000010,0.000010,1.283093,1.728570,0.002980,0.000639,0.000000,0.023500,0.612661,0.546137,0.504059,0.370207,0.317999,0.282126,0.270326,0.207608,0.148397,0.242385,0.408961,0.228231,0.205706,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.040851,0.147013,acoustic
0.019629,0.017924,0.023346,0.072464,-60.711500,10.144874,-1.411293,3.464322,0.954465,0.456493,-0.303232,-1.315154,-1.011767,0.658442,1.105861,-0.179171,-0.215835,0.000011,0.000012,0.000013,0.000014,0.000015,0.000017,0.000017,0.000015,0.000013,0.000011,0.000010,0.000010,1.286639,1.742214,0.002655,0.000667,0.000000,0.023534,0.625243,0.539613,0.500758,0.375349,0.306982,0.246689,0.260704,0.209562,0.192672,0.271757,0.414626,0.228804,0.205531,0.000002,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.039648,0.142632,acoustic
0.019238,0.017845,0.023346,0.073918,-60.760337,10.142166,-1.399313,3.450016,0.981298,0.427336,-0.274640,-1.291947,-1.003812,0.662146,1.132440,-0.201006,-0.245496,0.000011,0.000012,0.000013,0.000014,0.000015,0.000016,0.000017,0.000015,0.000013,0.000011,0.000010,0.000010,1.287340,1.745549,0.002640,0.000613,0.000000,0.023793,0.597149,0.539715,0.512117,0.387757,0.302483,0.281319,0.255971,0.228332,0.180732,0.270872,0.407350,0.259115,0.213404,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.039011,0.139692,acoustic
0.018848,0.017853,0.023346,0.077844,-60.836772,10.181800,-1.394633,3.455093,0.979548,0.391180,-0.271531,-1.279410,-0.983196,0.648526,1.104867,-0.254356,-0.269625,0.000010,0.000012,0.000013,0.000014,0.000015,0.000016,0.000016,0.000015,0.000013,0.000011,0.000010,0.000010,1.283296,1.732251,0.003105,0.000618,0.000000,0.022856,0.606901,0.535254,0.513576,0.390175,0.303621,0.300293,0.253164,0.217759,0.185696,0.259009,0.406271,0.274222,0.235904,0.000002,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.038650,0.135991,acoustic
0.018457,0.017851,0.023346,0.080090,-60.951792,10.250987,-1.440551,3.507000,0.939124,0.384809,-0.279132,-1.300911,-0.974061,0.690586,1.119969,-0.247567,-0.271185,0.000010,0.000011,0.000013,0.000014,0.000015,0.000016,0.000016,0.000015,0.000013,0.000010,0.000009,0.000010,1.283505,1.740836,0.002992,0.000620,0.000000,0.022985,0.605273,0.474521,0.501804,0.373326,0.243342,0.296899,0.260464,0.214709,0.190766,0.293314,0.415047,0.280379,0.234700,0.000002,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.038765,0.139849,acoustic
0.018164,0.017753,0.023346,0.078389,-61.048852,10.307651,-1.449109,3.479737,0.928910,0.381099,-0.266584,-1.276963,-0.954919,0.724936,1.156720,-0.264095,-0.279305,0.000010,0.000011,0.000012,0.000013,0.000014,0.000016,0.000016,0.000014,0.000012,0.000010,0.000009,0.000009,1.285198,1.749780,0.002968,0.000708,0.000000,0.021605,0.608750,0.510523,0.497841,0.392568,0.245405,0.295096,0.250684,0.213618,0.221517,0.269452,0.402501,0.287819,0.237495,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.036760,0.130793,acoustic
0.017773,0.017687,0.023346,0.079096,-61.124389,10.319714,-1.415521,3.467152,0.934059,0.361799,-0.252517,-1.275146,-0.929914,0.738413,1.143468,-0.307348,-0.310873,0.000010,0.000011,0.000012,0.000013,0.000014,0.000015,0.000016,0.000014,0.000012,0.000010,0.000009,0.000009,1.282608,1.740077,0.003019,0.000662,0.000000,0.021036,0.629748,0.519622,0.501675,0.391685,0.236383,0.288670,0.249735,0.211869,0.227186,0.259455,0.412703,0.311506,0.252073,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.038622,0.136848,acoustic
0.017578,0.017723,0.023346,0.082187,-61.118139,10.267545,-1.319044,3.423381,0.970280,0.301556,-0.286522,-1.281195,-0.928643,0.737198,1.131725,-0.330737,-0.332649,0.000010,0.000011,0.000012,0.000013,0.000014,0.000015,0.000015,0.000014,0.000012,0.000010,0.000009,0.000009,1.279574,1.734388,0.003026,0.000654,0.000000,0.022299,0.630072,0.573443,0.539193,0.412335,0.271142,0.253943,0.264066,0.209506,0.227430,0.258671,0.407268,0.298193,0.227686,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.035589,0.131407,acoustic
0.017383,0.017691,0.023346,0.081252,-61.185929,10.262785,-1.318682,3.398250,0.962039,0.277449,-0.276537,-1.264386,-0.893765,0.795766,1.178391,-0.330780,-0.352010,0.000009,0.000011,0.000012,0.000013,0.000014,0.000015,0.000015,0.000014,0.000012,0.000010,0.000009,0.000009,1.280120,1.741940,0.003019,0.000687,0.000000,0.022039,0.585635,0.579798,0.539513,0.433210,0.259883,0.244647,0.262779,0.207568,0.273585,0.312095,0.395109,0.298180,0.219636,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.035384,0.126895,acoustic
0.017285,0.017608,0.023346,0.080652,-61.226266,10.240115,-1.252202,3.348176,0.961734,0.276121,-0.260160,-1.257727,-0.863184,0.822448,1.175613,-0.353806,-0.376156,0.000009,0.000010,0.000012,0.000013,0.000013,0.000014,0.000015,0.000014,0.000012,0.000010,0.000009,0.000009,1.279274,1.740686,0.003043,0.000645,0.000000,0.022916,0.551476,0.587312,0.584518,0.464409,0.259773,0.245266,0.254757,0.209607,0.263950,0.291591,0.397414,0.315705,0.228099,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.036410,0.128234,acoustic
0.016895,0.017573,0.023346,0.083960,-61.282752,10.257728,-1.185585,3.290674,0.968600,0.249716,-0.274051,-1.250166,-0.832613,0.832925,1.129756,-0.409429,-0.390642,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000015,0.000014,0.000012,0.000010,0.000009,0.000009,1.272525,1.719371,0.002980,0.000620,0.000000,0.026551,0.609743,0.606761,0.529893,0.419581,0.255813,0.227966,0.272152,0.203491,0.255171,0.291670,0.382212,0.310413,0.228714,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.032434,0.113072,acoustic
0.016699,0.017554,0.023346,0.085341,-61.390922,10.278285,-1.157540,3.280643,0.979710,0.251250,-0.325016,-1.273395,-0.790938,0.876251,1.141630,-0.403282,-0.393318,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000014,0.000013,0.000012,0.000010,0.000009,0.000008,1.270800,1.721025,0.002928,0.000629,0.000000,0.027919,0.583839,0.587018,0.543929,0.424046,0.269672,0.229340,0.289765,0.226848,0.279976,0.306667,0.388648,0.319197,0.225823,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.031233,0.114290,acoustic
0.016895,0.017472,0.023346,0.083194,-61.441983,10.279844,-1.120069,3.232158,0.977548,0.239683,-0.321488,-1.271789,-0.750276,0.924256,1.151510,-0.413488,-0.395113,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000014,0.000013,0.000011,0.000009,0.000008,0.000008,1.270078,1.723164,0.003105,0.000653,0.000000,0.029167,0.610758,0.589124,0.517206,0.391063,0.271542,0.227019,0.287539,0.227111,0.308746,0.296812,0.379111,0.327700,0.224195,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.032198,0.111702,acoustic
0.016602,0.017439,0.023346,0.083219,-61.513598,10.286686,-1.083472,3.213553,0.980819,0.233444,-0.326439,-1.264427,-0.729711,0.938158,1.136451,-0.458748,-0.419452,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000014,0.000013,0.000011,0.000009,0.000008,0.000008,1.266686,1.713255,0.003119,0.000619,0.000000,0.029147,0.587290,0.587962,0.532752,0.399592,0.271253,0.224578,0.286711,0.214092,0.307622,0.294053,0.401405,0.344035,0.206979,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.033243,0.115509,acoustic
0.016406,0.017458,0.023346,0.085534,-61.513800,10.236576,-0.984211,3.173323,0.998458,0.216180,-0.368582,-1.307876,-0.718847,0.946962,1.096466,-0.466650,-0.402828,0.000009,0.000010,0.000011,0.000012,0.000012,0.000013,0.000014,0.000013,0.000011,0.000009,0.000008,0.000008,1.264040,1.706851,0.003051,0.000614,0.000000,0.027558,0.587255,0.637935,0.548247,0.428332,0.293175,0.204102,0.276206,0.215850,0.304008,0.299377,0.369465,0.335112,0.225560,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.030560,0.109853,acoustic
0.016309,0.017414,0.023346,0.087411,-61.607123,10.236920,-0.969749,3.137298,1.022397,0.219877,-0.406952,-1.311921,-0.675877,0.998739,1.125226,-0.451549,-0.389406,0.000008,0.000009,0.000011,0.000011,0.000012,0.000013,0.000013,0.000012,0.000011,0.000009,0.000008,0.000008,1.264871,1.713967,0.003043,0.000633,0.000000,0.026311,0.533885,0.637594,0.561409,0.455121,0.317651,0.202954,0.272033,0.213498,0.295843,0.322789,0.381381,0.342986,0.228545,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.030881,0.110878,acoustic
0.016406,0.017344,0.023346,0.087578,-61.654683,10.234839,-0.926797,3.091588,1.027410,0.223548,-0.400589,-1.305527,-0.645389,1.023154,1.107652,-0.468535,-0.379400,0.000008,0.000009,0.000010,0.000011,0.000012,0.000013,0.000013,0.000012,0.000011,0.000009,0.000008,0.000008,1.263759,1.713807,0.002988,0.000569,0.000000,0.026104,0.500508,0.637925,0.569743,0.441347,0.315846,0.198801,0.273927,0.211967,0.297753,0.308873,0.404148,0.354962,0.224627,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.031959,0.110990,acoustic
0.016016,0.017361,0.023346,0.089099,-61.720124,10.272882,-0.899436,3.070165,1.009920,0.210289,-0.394190,-1.330768,-0.614887,1.035790,1.058770,-0.508224,-0.391331,0.000008,0.000009,0.000010,0.000011,0.000012,0.000013,0.000013,0.000012,0.000011,0.000009,0.000008,0.000008,1.260887,1.702603,0.002803,0.000587,0.000000,0.026021,0.582477,0.693810,0.518855,0.407925,0.330571,0.189332,0.272670,0.234523,0.269342,0.310298,0.373184,0.357766,0.213238,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.028795,0.098630,acoustic
0.015625,0.017358,0.023346,0.089351,-61.793749,10.255969,-0.888371,3.059584,1.039135,0.204133,-0.417125,-1.342112,-0.587876,1.070557,1.076015,-0.498239,-0.382356,0.000008,0.000009,0.000010,0.000011,0.000011,0.000012,0.000013,0.000012,0.000011,0.000009,0.000008,0.000007,1.260545,1.705668,0.002227,0.000590,0.000000,0.025957,0.564793,0.698789,0.517088,0.413009,0.333821,0.184637,0.246360,0.233706,0.265458,0.331052,0.385962,0.368860,0.220001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.028461,0.101055,acoustic
