@attribute Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {acoustic, electric}


@data
% filename acoustic/5/a.wav
% srate 86.1328
0.019043,0.010188,0.258171,0.071861,-72.094103,7.320344,0.688116,1.000419,0.664776,1.262896,0.882153,0.461298,-0.125764,-0.209051,0.500552,0.467941,0.311523,0.000004,0.000004,0.000004,0.000005,0.000005,0.000005,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,1.195273,1.526132,0.014975,0.003085,0.428313,0.019147,5.912284,3.234479,0.530602,0.501115,0.385214,0.836019,0.726893,0.505576,0.610813,0.474872,0.310476,0.465516,0.287747,0.000004,0.000004,0.000005,0.000006,0.000006,0.000005,0.000005,0.000005,0.000004,0.000004,0.000004,0.000004,0.124515,0.364383,acoustic
0.019238,0.010960,0.261673,0.072747,-72.588066,6.868552,0.642959,0.953281,0.713637,1.228869,0.800728,0.460351,-0.108545,-0.161418,0.499980,0.457437,0.291331,0.000003,0.000003,0.000004,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000003,1.190220,1.518855,0.014955,0.004574,0.426534,0.019368,5.855047,3.152850,0.620054,0.461856,0.453652,0.890496,0.809967,0.505823,0.618833,0.502172,0.310670,0.457597,0.305152,0.000004,0.000004,0.000005,0.000006,0.000006,0.000005,0.000005,0.000004,0.000004,0.000003,0.000003,0.000004,0.127458,0.369128,acoustic
0.020020,0.011082,0.261673,0.074720,-73.265243,6.557644,0.666432,0.936100,0.712705,1.200108,0.748393,0.453753,-0.075159,-0.152888,0.474396,0.417478,0.305241,0.000003,0.000003,0.000003,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,1.179818,1.496188,0.014950,0.004634,0.426534,0.021147,5.789676,3.013479,0.637113,0.456441,0.453492,0.921716,0.862116,0.513734,0.605652,0.502164,0.313363,0.457637,0.305934,0.000004,0.000004,0.000005,0.000005,0.000005,0.000005,0.000005,0.000004,0.000004,0.000003,0.000003,0.000003,0.126295,0.370665,acoustic
0.020898,0.010763,0.310700,0.075531,-73.960999,6.277475,0.754337,0.965963,0.682060,1.183095,0.736992,0.409309,-0.037889,-0.098816,0.450700,0.351635,0.291334,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,1.161321,1.438583,0.014837,0.004751,0.451498,0.021738,5.647613,2.821636,0.710686,0.493870,0.448032,0.929947,0.865141,0.577573,0.584726,0.501957,0.320565,0.451286,0.295621,0.000004,0.000004,0.000004,0.000005,0.000005,0.000005,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.109032,0.303073,acoustic
0.022656,0.010857,0.310700,0.074772,-74.666059,5.924619,0.828996,0.960414,0.688380,1.213829,0.716067,0.407061,-0.012615,-0.082802,0.422933,0.279593,0.239992,0.000002,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,1.161000,1.449504,0.015703,0.004765,0.451498,0.022320,5.467092,2.611367,0.764458,0.487288,0.452669,0.920165,0.871884,0.576721,0.577542,0.509984,0.320981,0.490136,0.334399,0.000003,0.000003,0.000004,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000003,0.108924,0.307177,acoustic
0.022461,0.010436,0.360311,0.072021,-75.428956,5.645778,0.822278,0.945867,0.714649,1.216064,0.716195,0.448986,0.030997,-0.078954,0.393721,0.296220,0.271675,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,1.153650,1.437361,0.015861,0.005143,0.469636,0.022308,5.155903,2.457653,0.759575,0.489319,0.461199,0.918860,0.871862,0.586832,0.575711,0.511824,0.313441,0.501054,0.352054,0.000003,0.000003,0.000003,0.000004,0.000004,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.112382,0.315549,acoustic
0.023242,0.010226,0.409339,0.068948,-76.141098,5.435256,0.821811,0.923831,0.704915,1.193257,0.655577,0.480490,0.108280,-0.028480,0.381968,0.251636,0.289862,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.140206,1.402373,0.015697,0.005157,0.482499,0.022000,4.573134,2.259099,0.759224,0.491660,0.461199,0.928729,0.905750,0.578530,0.534961,0.520061,0.308066,0.481937,0.366330,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.093738,0.264419,acoustic
0.023828,0.010120,0.409144,0.068894,-76.830060,5.204533,0.821599,0.959052,0.734044,1.184319,0.598699,0.531049,0.187455,0.006758,0.410884,0.237395,0.225521,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.132947,1.387466,0.015473,0.005144,0.482660,0.022078,3.682337,2.063548,0.759175,0.535080,0.483401,0.933200,0.943081,0.612839,0.551666,0.538253,0.356109,0.471010,0.409307,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.080639,0.236293,acoustic
0.024609,0.010905,0.410700,0.070027,-76.839251,5.019702,0.701244,0.989212,0.691349,1.103650,0.591564,0.601615,0.246833,-0.002579,0.427256,0.190880,0.134392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.132831,1.392822,0.015234,0.006048,0.481412,0.022892,3.659605,1.795927,0.823671,0.546465,0.544711,0.981565,0.938982,0.688251,0.545712,0.532096,0.375377,0.472866,0.464749,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.080601,0.237034,acoustic
0.026367,0.011998,0.413035,0.082427,-76.096764,4.830367,0.701424,0.978618,0.683978,0.992351,0.434978,0.586126,0.305913,0.023536,0.416038,0.130330,0.098974,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.132102,1.390473,0.015668,0.007564,0.479562,0.057495,5.903002,1.538776,0.823740,0.550458,0.549423,0.951039,0.884552,0.698472,0.458165,0.535328,0.365235,0.474469,0.498704,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.079878,0.236650,acoustic
0.029492,0.014013,0.419261,0.086372,-75.069933,4.547647,0.719319,1.057617,0.609407,0.850271,0.328334,0.544773,0.322528,0.120099,0.468096,0.071317,0.093895,0.000002,0.000002,0.000001,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,1.144339,1.430941,0.018090,0.011317,0.475099,0.058087,8.093317,1.170606,0.819691,0.542138,0.622293,0.868022,0.843752,0.727009,0.424385,0.587629,0.396056,0.493870,0.495386,0.000005,0.000005,0.000005,0.000006,0.000009,0.000011,0.000012,0.000011,0.000009,0.000007,0.000007,0.000006,0.119719,0.358521,acoustic
0.032129,0.015626,0.423930,0.085228,-73.898161,4.378780,0.690324,1.162230,0.611765,0.678465,0.207826,0.486476,0.283774,0.191926,0.500946,-0.010344,0.079275,0.000003,0.000003,0.000004,0.000005,0.000007,0.000007,0.000007,0.000006,0.000005,0.000004,0.000004,0.000003,1.167609,1.493849,0.020424,0.012753,0.471477,0.057758,9.807977,0.961281,0.804286,0.529234,0.620629,0.724756,0.723285,0.740094,0.486243,0.601658,0.409123,0.532192,0.493152,0.000009,0.000009,0.000011,0.000014,0.000020,0.000021,0.000021,0.000017,0.000013,0.000011,0.000010,0.000009,0.157503,0.450456,acoustic
0.033789,0.017045,0.428210,0.086377,-72.635179,4.315605,0.703559,1.229254,0.600145,0.536213,0.063439,0.374795,0.208398,0.290918,0.552007,-0.099402,0.102524,0.000005,0.000005,0.000006,0.000008,0.000012,0.000013,0.000013,0.000011,0.000008,0.000007,0.000006,0.000005,1.196156,1.595379,0.020364,0.013291,0.468056,0.057870,11.119866,0.882912,0.800817,0.523147,0.618126,0.614659,0.641172,0.745498,0.645845,0.583728,0.438346,0.509916,0.499020,0.000011,0.000012,0.000015,0.000020,0.000028,0.000031,0.000031,0.000025,0.000019,0.000015,0.000013,0.000011,0.198488,0.631633,acoustic
0.034180,0.018443,0.432685,0.086960,-71.315660,4.324850,0.709730,1.334972,0.612392,0.447749,-0.021399,0.303082,0.149737,0.396554,0.562880,-0.135717,0.068322,0.000006,0.000007,0.000009,0.000012,0.000017,0.000019,0.000019,0.000015,0.000012,0.000009,0.000008,0.000006,1.237882,1.769213,0.020387,0.013752,0.464428,0.057534,12.164905,0.886060,0.797189,0.511779,0.601813,0.592247,0.605475,0.808531,0.714005,0.614901,0.455156,0.496638,0.474542,0.000012,0.000014,0.000017,0.000023,0.000034,0.000039,0.000040,0.000031,0.000023,0.000017,0.000014,0.000012,0.248859,0.904168,acoustic
0.035254,0.019490,0.435603,0.087617,-69.957310,4.362337,0.723805,1.399679,0.563440,0.352128,-0.111668,0.204090,0.064110,0.472088,0.652082,-0.151021,0.054639,0.000008,0.000009,0.000011,0.000015,0.000022,0.000025,0.000025,0.000019,0.000014,0.000011,0.000010,0.000008,1.266042,1.846568,0.020766,0.013897,0.461926,0.057197,12.907810,0.891982,0.791610,0.540087,0.576050,0.541414,0.542450,0.748874,0.732442,0.612367,0.437271,0.506874,0.470945,0.000014,0.000016,0.000020,0.000027,0.000039,0.000045,0.000044,0.000033,0.000024,0.000019,0.000016,0.000014,0.274722,0.958656,acoustic
0.036328,0.020381,0.387160,0.084424,-68.574482,4.443882,0.704110,1.457287,0.577564,0.296589,-0.187392,0.125311,-0.001498,0.507918,0.677109,-0.142501,0.072954,0.000010,0.000012,0.000014,0.000019,0.000027,0.000031,0.000031,0.000024,0.000018,0.000014,0.000012,0.000010,1.294654,1.937584,0.020885,0.013869,0.450868,0.059545,13.448815,0.899401,0.790265,0.575472,0.568696,0.539900,0.560445,0.769129,0.761204,0.614277,0.430715,0.504155,0.467085,0.000015,0.000018,0.000022,0.000029,0.000042,0.000048,0.000048,0.000036,0.000026,0.000021,0.000017,0.000015,0.284855,0.986820,acoustic
0.038379,0.021451,0.340467,0.081915,-67.208347,4.498353,0.698632,1.523351,0.566257,0.216099,-0.280755,0.038891,-0.077714,0.576550,0.726179,-0.176325,0.054531,0.000012,0.000013,0.000017,0.000022,0.000031,0.000036,0.000036,0.000028,0.000021,0.000016,0.000013,0.000011,1.321309,2.052783,0.020765,0.014037,0.432984,0.061526,13.858549,0.902030,0.794209,0.611334,0.564936,0.509680,0.559900,0.819578,0.808092,0.579130,0.461640,0.471517,0.455835,0.000015,0.000018,0.000023,0.000031,0.000043,0.000050,0.000050,0.000038,0.000028,0.000022,0.000018,0.000015,0.300262,1.079365,acoustic
0.037988,0.022433,0.295331,0.081518,-65.749281,4.586513,0.700102,1.602635,0.578517,0.181249,-0.292139,-0.017747,-0.201656,0.633355,0.785477,-0.170840,0.051670,0.000013,0.000015,0.000019,0.000025,0.000036,0.000042,0.000041,0.000032,0.000024,0.000019,0.000015,0.000013,1.355518,2.152946,0.020227,0.014210,0.408223,0.061534,14.037552,0.855303,0.792753,0.615966,0.559791,0.525979,0.560359,0.797122,0.785623,0.603620,0.486845,0.468633,0.454925,0.000016,0.000019,0.000023,0.000031,0.000045,0.000052,0.000051,0.000039,0.000029,0.000022,0.000018,0.000016,0.307350,1.085866,acoustic
0.040820,0.023967,0.250195,0.083138,-64.227788,4.686367,0.691967,1.707426,0.556048,0.109305,-0.325091,-0.021442,-0.297627,0.640245,0.801616,-0.191598,0.034577,0.000015,0.000018,0.000022,0.000029,0.000041,0.000047,0.000046,0.000035,0.000026,0.000021,0.000017,0.000015,1.389650,2.254409,0.018905,0.013676,0.376486,0.061076,13.977210,0.772497,0.795650,0.639956,0.561809,0.498224,0.558951,0.797996,0.785323,0.607029,0.486923,0.465325,0.457465,0.000016,0.000019,0.000024,0.000032,0.000046,0.000053,0.000052,0.000039,0.000029,0.000022,0.000018,0.000016,0.307436,1.079195,acoustic
0.043066,0.025578,0.204864,0.084876,-62.794541,4.787385,0.632668,1.748534,0.553858,0.049916,-0.398787,-0.060293,-0.408481,0.735062,0.848720,-0.201187,0.049164,0.000017,0.000020,0.000024,0.000033,0.000047,0.000052,0.000051,0.000039,0.000029,0.000023,0.000019,0.000017,1.421552,2.371137,0.017464,0.012995,0.335866,0.061197,13.856183,0.695078,0.789623,0.673880,0.560565,0.510938,0.569036,0.806674,0.817696,0.442186,0.486146,0.458775,0.455045,0.000016,0.000019,0.000025,0.000033,0.000047,0.000053,0.000052,0.000039,0.000029,0.000023,0.000018,0.000016,0.300542,1.069416,acoustic
0.042969,0.026477,0.209144,0.085197,-61.312231,4.849555,0.624016,1.795179,0.538243,-0.013779,-0.431658,-0.066879,-0.468529,0.763521,0.905815,-0.185359,0.035493,0.000018,0.000021,0.000026,0.000036,0.000051,0.000057,0.000056,0.000043,0.000032,0.000025,0.000021,0.000018,1.457155,2.494781,0.017480,0.012915,0.333867,0.061194,13.513955,0.671217,0.796409,0.680782,0.554006,0.482049,0.576978,0.809264,0.833060,0.434916,0.487700,0.467001,0.452900,0.000016,0.000019,0.000024,0.000033,0.000047,0.000053,0.000052,0.000039,0.000029,0.000022,0.000018,0.000016,0.300026,1.072757,acoustic
0.045117,0.026811,0.210117,0.085369,-60.014278,4.938018,0.680019,1.887152,0.466307,-0.012860,-0.404457,-0.091487,-0.547973,0.784245,0.953423,-0.225578,0.033922,0.000020,0.000023,0.000029,0.000039,0.000056,0.000062,0.000061,0.000046,0.000034,0.000027,0.000023,0.000019,1.492684,2.596303,0.017104,0.012976,0.333511,0.061201,13.226981,0.546950,0.721306,0.678759,0.478229,0.481183,0.573823,0.804619,0.827777,0.435127,0.481378,0.420898,0.453615,0.000016,0.000019,0.000024,0.000032,0.000047,0.000052,0.000051,0.000038,0.000028,0.000022,0.000018,0.000015,0.293948,1.042058,acoustic
0.046582,0.027580,0.212451,0.084200,-58.606406,4.958727,0.645333,1.983585,0.452191,-0.051396,-0.421992,-0.093194,-0.623015,0.828049,1.012499,-0.245853,0.008997,0.000022,0.000026,0.000032,0.000043,0.000060,0.000068,0.000066,0.000050,0.000037,0.000029,0.000024,0.000021,1.518797,2.681083,0.016770,0.012676,0.332329,0.060909,12.600401,0.556142,0.704928,0.671122,0.472849,0.512966,0.584240,0.804926,0.842570,0.388271,0.456989,0.417494,0.443399,0.000016,0.000019,0.000024,0.000032,0.000045,0.000051,0.000049,0.000037,0.000027,0.000021,0.000017,0.000015,0.280359,0.997571,acoustic
0.047949,0.028819,0.165370,0.083211,-57.190055,4.936175,0.552829,2.042350,0.456254,-0.107068,-0.503913,-0.102784,-0.696037,0.858177,1.068490,-0.219876,-0.008054,0.000023,0.000027,0.000034,0.000045,0.000064,0.000072,0.000071,0.000054,0.000040,0.000032,0.000026,0.000023,1.549783,2.795869,0.016253,0.011679,0.280003,0.060823,11.746252,0.537977,0.616838,0.706932,0.473344,0.502431,0.578141,0.814338,0.850223,0.378138,0.411699,0.433525,0.435198,0.000015,0.000018,0.000023,0.000031,0.000043,0.000049,0.000047,0.000035,0.000026,0.000020,0.000016,0.000014,0.265718,0.961954,acoustic
0.047559,0.029771,0.169455,0.084512,-55.759896,4.993444,0.450564,2.096402,0.431738,-0.204835,-0.549191,-0.141324,-0.745575,0.890409,1.140127,-0.184794,0.002105,0.000025,0.000029,0.000036,0.000048,0.000068,0.000077,0.000075,0.000057,0.000042,0.000033,0.000028,0.000024,1.580241,2.881660,0.016368,0.011065,0.278322,0.060390,10.571686,0.516153,0.518646,0.703921,0.452710,0.419820,0.553232,0.798033,0.833289,0.358084,0.368819,0.424902,0.426209,0.000014,0.000017,0.000021,0.000029,0.000041,0.000046,0.000044,0.000033,0.000025,0.000019,0.000015,0.000013,0.258075,0.933626,acoustic
0.048926,0.031124,0.123346,0.087475,-54.326720,5.049727,0.416972,2.217063,0.400298,-0.286873,-0.613058,-0.194932,-0.831018,0.922031,1.202756,-0.241621,-0.068340,0.000027,0.000031,0.000038,0.000051,0.000073,0.000082,0.000079,0.000060,0.000045,0.000035,0.000029,0.000025,1.614366,2.979599,0.013955,0.009057,0.203142,0.059879,8.935558,0.509038,0.482219,0.666840,0.425342,0.394439,0.491187,0.755263,0.796061,0.321987,0.304229,0.363721,0.410621,0.000013,0.000015,0.000020,0.000027,0.000038,0.000042,0.000041,0.000030,0.000023,0.000017,0.000014,0.000012,0.226483,0.840450,acoustic
0.050195,0.032238,0.076265,0.088526,-52.973928,5.036204,0.381554,2.365132,0.399371,-0.376811,-0.657746,-0.263543,-0.923772,0.945212,1.250841,-0.255698,-0.127755,0.000028,0.000033,0.000041,0.000054,0.000077,0.000086,0.000084,0.000064,0.000047,0.000037,0.000031,0.000027,1.637318,3.059882,0.013060,0.007338,0.028894,0.059252,6.932577,0.496085,0.433155,0.633120,0.424899,0.392312,0.511567,0.739717,0.735562,0.309761,0.245930,0.357998,0.372938,0.000011,0.000014,0.000018,0.000024,0.000034,0.000038,0.000037,0.000027,0.000020,0.000015,0.000012,0.000011,0.200591,0.768272,acoustic
0.050977,0.033235,0.078988,0.089928,-51.668833,5.071352,0.337721,2.428461,0.362449,-0.455078,-0.686284,-0.351970,-1.030164,0.970629,1.263317,-0.283667,-0.099237,0.000029,0.000034,0.000042,0.000057,0.000080,0.000090,0.000088,0.000067,0.000050,0.000039,0.000032,0.000028,1.663455,3.137087,0.011847,0.005281,0.024551,0.058334,3.873012,0.506061,0.412739,0.649223,0.367027,0.334844,0.520512,0.631496,0.578986,0.302366,0.251202,0.320246,0.353619,0.000009,0.000012,0.000015,0.000021,0.000029,0.000032,0.000031,0.000023,0.000017,0.000013,0.000010,0.000009,0.177395,0.704504,acoustic
0.050879,0.033250,0.078599,0.087594,-50.890769,5.049161,0.394741,2.515682,0.408224,-0.469413,-0.781630,-0.459857,-1.107040,1.010033,1.265116,-0.273649,-0.055854,0.000031,0.000036,0.000045,0.000060,0.000084,0.000094,0.000092,0.000070,0.000052,0.000040,0.000034,0.000030,1.690984,3.205489,0.012047,0.005258,0.025235,0.058938,1.151502,0.470816,0.307943,0.632895,0.316099,0.331307,0.331373,0.345717,0.415814,0.255048,0.249528,0.323637,0.287910,0.000007,0.000009,0.000012,0.000016,0.000023,0.000025,0.000024,0.000017,0.000013,0.000009,0.000007,0.000006,0.134283,0.598363,acoustic
0.049805,0.032922,0.077237,0.074810,-50.774473,5.078962,0.377699,2.639862,0.422087,-0.515576,-0.805540,-0.482060,-1.170650,1.029599,1.292241,-0.259450,-0.040212,0.000032,0.000038,0.000047,0.000062,0.000087,0.000098,0.000096,0.000073,0.000054,0.000042,0.000035,0.000031,1.708746,3.266346,0.013254,0.005534,0.027162,0.028831,0.849103,0.503258,0.281069,0.485251,0.315559,0.297398,0.344197,0.330591,0.305360,0.214505,0.206301,0.321485,0.259636,0.000004,0.000006,0.000008,0.000011,0.000015,0.000016,0.000015,0.000011,0.000010,0.000006,0.000004,0.000003,0.082207,0.457690,acoustic
0.048047,0.031671,0.071790,0.071083,-50.889640,5.189351,0.369046,2.705589,0.496110,-0.543250,-0.859911,-0.514336,-1.219290,0.999541,1.307979,-0.217484,-0.058798,0.000032,0.000038,0.000048,0.000063,0.000088,0.000099,0.000097,0.000073,0.000054,0.000042,0.000035,0.000031,1.713561,3.283590,0.012466,0.003971,0.025677,0.025786,0.940119,0.404975,0.273470,0.447940,0.204411,0.269616,0.354340,0.346280,0.254685,0.210772,0.209726,0.322742,0.242307,0.000004,0.000005,0.000007,0.000009,0.000013,0.000013,0.000013,0.000010,0.000009,0.000006,0.000004,0.000004,0.077536,0.442716,acoustic
0.045801,0.030859,0.068288,0.069689,-51.033514,5.270088,0.325368,2.748919,0.505678,-0.548495,-0.884684,-0.521897,-1.220369,0.996728,1.319056,-0.142821,-0.063135,0.000032,0.000038,0.000047,0.000062,0.000086,0.000098,0.000096,0.000073,0.000054,0.000042,0.000034,0.000030,1.719148,3.289500,0.011563,0.003475,0.026203,0.025421,0.962197,0.333596,0.263333,0.427753,0.194357,0.265621,0.319733,0.341652,0.252994,0.211250,0.197227,0.298690,0.241707,0.000004,0.000005,0.000007,0.000010,0.000015,0.000014,0.000014,0.000011,0.000010,0.000007,0.000005,0.000004,0.074092,0.435381,acoustic
0.045117,0.030324,0.064981,0.070142,-51.167121,5.328882,0.304518,2.806379,0.516852,-0.559303,-0.869219,-0.506343,-1.197310,0.975191,1.308533,-0.109355,-0.086176,0.000032,0.000038,0.000047,0.000061,0.000085,0.000097,0.000094,0.000071,0.000052,0.000041,0.000034,0.000030,1.712496,3.239893,0.011766,0.003548,0.026989,0.026082,0.962681,0.358693,0.255662,0.372485,0.206818,0.259489,0.325074,0.339256,0.227381,0.218993,0.204531,0.255923,0.211961,0.000004,0.000005,0.000007,0.000010,0.000015,0.000015,0.000014,0.000011,0.000009,0.000006,0.000005,0.000004,0.079250,0.461422,acoustic
0.044238,0.029789,0.061479,0.069079,-51.320399,5.405950,0.304026,2.836355,0.550075,-0.561085,-0.895789,-0.496760,-1.218441,0.928162,1.302482,-0.090638,-0.093014,0.000032,0.000037,0.000046,0.000061,0.000082,0.000094,0.000092,0.000069,0.000051,0.000040,0.000034,0.000030,1.696175,3.140013,0.012797,0.003429,0.027115,0.026923,0.938273,0.383042,0.255683,0.352817,0.154401,0.257402,0.320819,0.325892,0.245350,0.182702,0.204802,0.255226,0.208284,0.000004,0.000005,0.000007,0.000010,0.000016,0.000014,0.000013,0.000010,0.000009,0.000006,0.000005,0.000004,0.071281,0.354762,acoustic
0.042773,0.029462,0.059533,0.071934,-51.447066,5.455062,0.287558,2.858821,0.550794,-0.541597,-0.910016,-0.518297,-1.238473,0.903330,1.291058,-0.021165,-0.087137,0.000032,0.000036,0.000045,0.000059,0.000080,0.000091,0.000089,0.000068,0.000051,0.000039,0.000033,0.000030,1.692087,3.114998,0.013403,0.003573,0.028088,0.029206,0.948956,0.372579,0.250335,0.327833,0.153772,0.292241,0.312181,0.324228,0.235088,0.182020,0.204856,0.285693,0.213791,0.000004,0.000006,0.000008,0.000011,0.000017,0.000015,0.000013,0.000011,0.000009,0.000007,0.000005,0.000004,0.069009,0.364510,acoustic
0.041992,0.029177,0.059144,0.075268,-51.575782,5.492634,0.264358,2.860715,0.572562,-0.521504,-0.896881,-0.481274,-1.256559,0.887218,1.310178,0.004862,-0.085154,0.000031,0.000036,0.000044,0.000057,0.000078,0.000089,0.000087,0.000066,0.000049,0.000038,0.000032,0.000029,1.690529,3.089047,0.013482,0.003860,0.028530,0.025670,0.956734,0.392413,0.244421,0.324968,0.163342,0.325803,0.312054,0.330087,0.226108,0.196935,0.173720,0.289806,0.216135,0.000004,0.000005,0.000007,0.000011,0.000017,0.000014,0.000013,0.000011,0.000010,0.000007,0.000004,0.000003,0.069936,0.382457,acoustic
0.040820,0.028709,0.057198,0.077946,-51.694471,5.557471,0.259118,2.884595,0.566793,-0.498099,-0.888711,-0.444893,-1.276656,0.873902,1.280311,0.021311,-0.101724,0.000031,0.000036,0.000044,0.000057,0.000076,0.000087,0.000085,0.000064,0.000048,0.000037,0.000032,0.000029,1.676282,3.001122,0.013173,0.003839,0.029302,0.021146,0.917055,0.421508,0.249467,0.312930,0.162636,0.352864,0.307041,0.280134,0.244789,0.202978,0.193311,0.296787,0.209195,0.000004,0.000005,0.000007,0.000011,0.000017,0.000015,0.000013,0.000010,0.000009,0.000006,0.000004,0.000003,0.085055,0.370126,acoustic
0.039258,0.028325,0.053696,0.076704,-51.827979,5.614314,0.263440,2.909444,0.577299,-0.472928,-0.915558,-0.486352,-1.311427,0.841423,1.261809,0.059471,-0.096867,0.000031,0.000035,0.000043,0.000056,0.000074,0.000085,0.000083,0.000063,0.000047,0.000037,0.000031,0.000029,1.671420,2.973138,0.012336,0.003644,0.028477,0.021905,0.880031,0.413456,0.244400,0.291824,0.162116,0.376684,0.288022,0.306196,0.282791,0.158911,0.184064,0.293603,0.216431,0.000004,0.000005,0.000008,0.000011,0.000018,0.000015,0.000013,0.000010,0.000009,0.000006,0.000004,0.000003,0.083847,0.377034,acoustic
0.038086,0.027935,0.051362,0.075763,-51.963427,5.663125,0.222681,2.908504,0.588634,-0.443787,-0.903393,-0.491674,-1.326062,0.834149,1.280905,0.107511,-0.082212,0.000030,0.000035,0.000042,0.000054,0.000071,0.000082,0.000081,0.000061,0.000046,0.000036,0.000031,0.000028,1.669054,2.945393,0.011530,0.003464,0.026664,0.022095,0.846759,0.390309,0.292779,0.292055,0.149196,0.404524,0.305123,0.302863,0.284571,0.154520,0.170815,0.306812,0.219158,0.000004,0.000006,0.000008,0.000012,0.000018,0.000015,0.000013,0.000011,0.000009,0.000006,0.000004,0.000003,0.083258,0.383568,acoustic
0.037598,0.027330,0.048054,0.075984,-52.086302,5.730246,0.194126,2.914216,0.580102,-0.389826,-0.876735,-0.487544,-1.313672,0.818566,1.262101,0.126767,-0.102342,0.000030,0.000034,0.000042,0.000052,0.000068,0.000080,0.000079,0.000060,0.000045,0.000035,0.000030,0.000028,1.661989,2.888096,0.011098,0.003178,0.025315,0.022412,0.779946,0.416789,0.324606,0.288650,0.138379,0.446876,0.303420,0.301802,0.273384,0.178689,0.188740,0.312946,0.218878,0.000004,0.000005,0.000008,0.000011,0.000016,0.000015,0.000013,0.000010,0.000009,0.000006,0.000004,0.000003,0.089574,0.398179,acoustic
0.037109,0.026923,0.044942,0.073684,-52.209705,5.805877,0.177425,2.938026,0.591970,-0.372749,-0.876889,-0.503692,-1.342962,0.788217,1.253693,0.116633,-0.109924,0.000030,0.000034,0.000041,0.000052,0.000066,0.000078,0.000077,0.000059,0.000044,0.000034,0.000030,0.000028,1.643500,2.809074,0.011237,0.002816,0.023297,0.023420,0.692063,0.445934,0.346168,0.258217,0.151218,0.452888,0.303423,0.307790,0.295497,0.207753,0.183339,0.313511,0.218629,0.000004,0.000005,0.000008,0.000011,0.000015,0.000014,0.000013,0.000010,0.000008,0.000006,0.000004,0.000003,0.098725,0.386181,acoustic
