% Created by Marsyas
@relation MARSYAS_EMPTYacoustic_models_sv.arff
@attribute Mean_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {a1,a10,a11,a12,a2,a3,a4,a5,a6,a7,a8,a9}


@data
% filename acoustic/1/a.wav
% srate 86.1328
-64.296092,8.470301,-0.437627,0.361961,0.039906,0.767406,0.211979,0.236408,-0.030998,-0.189037,0.024953,0.074996,-0.101083,1.599287,0.653423,0.456059,0.431853,0.401136,0.384917,0.382101,0.389330,0.356307,0.343325,0.348821,0.321914,0.292290,8.295581,2.438604,1.235578,0.936614,0.747190,0.917221,0.873045,0.927608,0.452811,0.522632,0.633820,0.472891,0.451978,2.680042,0.394554,0.237778,0.221285,0.198814,0.175201,0.180979,0.221892,0.136358,0.159083,0.166145,0.132341,0.132661,a1
% filename acoustic/1/b.wav
% srate 86.132812
-56.033273,7.342315,0.607561,1.257385,-0.008483,0.295684,0.441885,0.313495,-0.096597,0.341270,0.550973,0.373518,0.517122,1.553807,0.771084,0.527602,0.504194,0.526392,0.514868,0.475392,0.460734,0.452966,0.428364,0.421688,0.398587,0.396815,9.127678,2.131158,1.056116,0.412378,0.802733,0.482470,0.349463,0.578786,0.651976,0.454574,0.364079,0.494162,0.284560,1.468412,0.259655,0.153197,0.121643,0.141550,0.128253,0.122403,0.127184,0.124965,0.115873,0.108829,0.092071,0.113395,a1
% filename acoustic/1/c.wav
% srate 86.132812
-54.414758,6.518010,0.407050,1.144900,-0.549401,0.077421,0.336114,0.446622,0.172501,0.344588,0.161412,0.063468,0.357832,1.877904,0.857642,0.541666,0.610894,0.530115,0.533447,0.508379,0.495363,0.459105,0.457027,0.438344,0.406774,0.408066,7.379614,2.055884,0.898524,0.619823,0.756197,0.582601,0.546057,0.522648,0.553628,0.588032,0.478272,0.539547,0.356914,1.277567,0.349186,0.149253,0.191618,0.136621,0.163712,0.135102,0.135855,0.131575,0.148320,0.110849,0.093748,0.114060,a1
% filename acoustic/1/d.wav
% srate 86.132812
-58.846798,5.616077,0.023121,1.049232,-0.357651,0.228003,0.262804,0.075431,-0.427309,-0.322752,-0.182243,-0.401844,0.039801,2.637677,1.045301,0.621485,0.559165,0.573493,0.600129,0.590651,0.561152,0.633899,0.545313,0.501237,0.527644,0.542689,8.091913,2.611975,1.288474,0.543243,0.649190,0.727771,0.925134,0.846730,1.105628,0.885279,0.775834,1.037409,1.342397,2.108187,0.541762,0.237556,0.206502,0.212763,0.227340,0.281073,0.261239,0.298417,0.226921,0.213126,0.287806,0.317401,a1
% filename acoustic/2/a.wav
% srate 86.132812
-64.688897,8.660092,-0.840525,0.521035,-0.324537,0.630317,0.316697,0.332777,0.102411,-0.023620,0.044279,0.368124,0.097799,1.708569,0.745661,0.440006,0.351891,0.344503,0.309858,0.310545,0.295924,0.256426,0.262787,0.282530,0.254112,0.225883,6.679497,2.499686,1.207673,0.772049,1.117370,0.873112,0.654463,0.769846,0.414617,0.867781,0.687183,0.521472,0.473254,2.710367,0.512460,0.248492,0.202822,0.178727,0.155519,0.182990,0.169635,0.135588,0.154991,0.160364,0.137708,0.115323,a2
% filename acoustic/2/b.wav
% srate 86.132812
-54.686696,7.463636,-0.129719,0.733703,-0.225371,0.517137,0.570851,0.276487,0.307071,0.197009,-0.031383,0.151703,0.315262,1.436087,0.769994,0.527149,0.519672,0.480937,0.458180,0.455886,0.449935,0.430620,0.443316,0.418976,0.378926,0.383772,8.423679,2.104866,0.733118,0.468910,0.422789,0.528370,0.561323,0.348070,0.445870,0.467730,0.587120,0.778333,0.278136,1.599166,0.282076,0.129117,0.114945,0.113943,0.099003,0.091854,0.119545,0.106705,0.111707,0.095218,0.075008,0.094892,a2
% filename acoustic/2/c.wav
% srate 86.132812
-55.899247,8.296722,-0.554961,0.999323,-0.123962,0.572503,0.723756,0.208621,-0.080029,0.240710,-0.091028,-0.205328,0.260937,1.456243,0.822463,0.563066,0.495845,0.494934,0.459994,0.487090,0.474511,0.501925,0.420577,0.409331,0.408952,0.375271,6.800211,1.543421,1.122899,0.480806,0.607083,0.533685,0.567041,0.477629,0.462236,0.324557,0.400125,0.613914,0.328074,0.783313,0.299201,0.189674,0.123573,0.124398,0.119134,0.135334,0.145621,0.160913,0.115802,0.102070,0.100167,0.101140,a2
% filename acoustic/2/d.wav
% srate 86.132812
-59.138281,6.630586,-0.529999,0.938364,-0.575536,0.144684,-0.183895,0.099446,0.051953,-0.382229,-0.635129,-0.817769,-0.307859,2.524582,0.877268,0.595776,0.482054,0.486045,0.415358,0.510057,0.406064,0.411763,0.452446,0.388827,0.437908,0.442977,8.199549,2.489567,1.825846,0.787558,0.654701,0.863483,0.917889,0.601937,0.911373,1.464752,0.754342,1.118566,1.267957,1.944190,0.536452,0.267049,0.202662,0.221917,0.195681,0.307529,0.191125,0.221474,0.320235,0.228457,0.320605,0.324831,a2
% filename acoustic/3/a.wav
% srate 86.132812
-63.701394,8.953002,-0.720307,1.113413,-0.017114,0.155403,-0.366996,0.185496,0.178544,-0.109976,-0.051245,-0.075301,0.213579,1.579726,0.632309,0.450843,0.322671,0.322218,0.298269,0.281227,0.298006,0.258264,0.245507,0.246499,0.222411,0.226343,6.720996,2.260783,1.406961,0.959215,1.288968,0.737290,0.881881,0.592686,0.861924,0.808510,0.642760,0.469710,0.503917,2.624500,0.483878,0.246568,0.154637,0.195741,0.184484,0.177596,0.167703,0.166993,0.150462,0.152609,0.128808,0.115951,a3
% filename acoustic/3/b.wav
% srate 86.132812
-55.182617,7.891461,0.242777,0.743232,-0.154902,0.181216,0.093642,0.380191,-0.104895,0.209355,0.575910,0.350086,0.159791,1.573273,0.758747,0.578616,0.503237,0.500229,0.461259,0.440581,0.426561,0.454378,0.404886,0.422076,0.402653,0.357552,8.625341,2.375957,1.054512,0.502650,0.357925,0.881494,0.677692,0.489176,0.349777,0.287143,0.372179,0.274573,0.302216,1.670569,0.374281,0.210256,0.126288,0.140142,0.100415,0.102366,0.100337,0.117591,0.086856,0.102269,0.100242,0.095492,a3
% filename acoustic/3/c.wav
% srate 86.132812
-55.332649,8.474644,-0.341838,0.781376,-0.206013,0.511637,0.156262,0.232807,0.147809,-0.055029,0.484408,0.424878,0.271718,1.511980,0.843981,0.608351,0.535628,0.512542,0.478268,0.472083,0.450773,0.535981,0.441145,0.440733,0.405699,0.375211,6.489778,1.710384,1.151594,0.515107,0.554788,0.693274,0.653930,0.405644,0.471724,0.450269,0.447734,0.342428,0.300971,1.270358,0.349678,0.223467,0.152798,0.155607,0.139527,0.145698,0.130125,0.205721,0.131285,0.141278,0.108378,0.103826,a3
% filename acoustic/3/d.wav
% srate 86.132812
-57.454043,6.136978,-1.008878,0.238627,-0.511591,0.842021,0.277382,-0.052641,-1.050378,-0.443438,-0.013842,-0.343040,-0.250757,2.630536,0.902925,0.569404,0.492039,0.489496,0.399016,0.470026,0.446385,0.533154,0.411514,0.508362,0.453987,0.377004,6.601900,2.211542,1.021338,1.291268,0.765499,0.603880,0.888547,0.778133,1.363020,1.054101,1.214056,1.128305,1.079384,2.153701,0.531547,0.324524,0.274561,0.262476,0.186856,0.261705,0.257374,0.357917,0.254357,0.366588,0.338875,0.255659,a3
% filename acoustic/4/a.wav
% srate 86.132812
